size_class,social_group,state_name,state_code,district_name,district_code,total_holdings_no,total_holdings_area,gross_cropped_area_irrigated,gross_cropped_area_unirrigated,gross_cropped_area_total
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,BEED,523,217,10006,746,10169,10916
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,LATUR,524,61,1737,30,1901,1931
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,USMANABAD,525,220,6778,1244,3299,4543
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,NANDED,511,101,3368,59,2226,2285
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,PARBHANI,513,60,1657,31,2100,2131
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,HINGOLI,512,99,3257,14,4072,4086
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,BULDHANA,500,106,3726,1107,3225,4332
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,AKOLA,501,72,2250,2006,3389,5395
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,VASHIM,502,63,1778,0,2318,2318
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,AMRAVATI,503,137,4041,805,3476,4281
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,YEOTMAL,510,252,9647,1773,10325,12097
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,WARDHA,504,89,2401,0,2550,2550
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,NAGPUR,505,119,3636,1295,4248,5543
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,BHANDARA,506,38,1184,192,740,932
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,GONDIYA,507,26,730,118,612,730
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,CHANDRAPUR,509,88,3229,433,4089,4521
20.0 & ABOVE,OTHERS,MAHARASHTRA,27,GADCHIROLI,508,69,2189,432,1301,1733
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,THANE,517,209,7502,0,5590,5590
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,RAYGAD,520,9,847,87,218,305
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,RATHNAGIRI,528,6,184,23,173,197
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,SHINDHUDURGA,529,3,190,0,287,287
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,NASHIK,516,94,2618,114,1223,1337
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,DHULE,498,9,378,0,378,378
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,NANDURBAR,497,36,1842,156,2105,2261
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,JALGAON,499,1,32,0,65,65
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,AHAMAD NAGAR,522,21,561,0,364,364
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,PUNE,521,61,1629,0,1505,1505
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,SOLAPUR,526,5,112,9,164,173
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,SATARA,527,4,118,55,63,118
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,SANGALI,531,1,20,0,20,20
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,KHOLAPUR,530,1,97,0,195,195
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,AURAGABAD,515,5,116,0,142,142
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,JALNA,514,1,41,0,41,41
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,BEED,523,2,50,0,150,150
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,LATUR,524,1,20,0,20,20
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,USMANABAD,525,1,24,0,0,0
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,NANDED,511,1,26,0,26,26
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,PARBHANI,513,0,0,0,0,0
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,HINGOLI,512,1,30,0,30,30
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,BULDHANA,500,8,536,0,1406,1406
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,AKOLA,501,1,26,0,26,26
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,VASHIM,502,3,94,0,281,281
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,AMRAVATI,503,12,300,2,363,365
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,YEOTMAL,510,48,1583,0,2505,2505
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,WARDHA,504,0,0,0,0,0
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,NAGPUR,505,9,217,172,136,308
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,BHANDARA,506,4,94,27,67,94
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,GONDIYA,507,1,21,0,21,21
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,CHANDRAPUR,509,22,695,10,840,850
20.0 & ABOVE,SCHEDULED TRIBES,MAHARASHTRA,27,GADCHIROLI,508,65,1852,275,1428,1703
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,THANE,517,463,15750,0,12135,12135
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,RAYGAD,520,409,15425,8382,2857,11239
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,RATHNAGIRI,528,983,31718,7591,10178,17769
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,SHINDHUDURGA,529,712,28382,31,16939,16970
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,NASHIK,516,315,9879,2587,3926,6512
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,DHULE,498,102,5413,5238,2997,8234
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,NANDURBAR,497,104,4736,872,3226,4098
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,JALGAON,499,117,3534,1026,4433,5459
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,AHAMAD NAGAR,522,424,15709,2121,15721,17842
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,PUNE,521,791,27929,9124,22838,31961
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,SOLAPUR,526,613,20262,3537,10844,14381
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,SATARA,527,445,16429,15673,5610,21282
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,SANGALI,531,561,24740,18093,14028,32120
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,KHOLAPUR,530,194,13196,5878,10592,16470
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,AURAGABAD,515,234,7861,726,7484,8210
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,JALNA,514,87,2883,333,3284,3618
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,BEED,523,249,11217,746,12459,13205
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,LATUR,524,65,1832,30,2001,2031
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,USMANABAD,525,253,9071,1438,5409,6847
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,NANDED,511,126,5105,59,4067,4126
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,PARBHANI,513,76,4784,31,11376,11408
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,HINGOLI,512,112,3634,19,4938,4957
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,BULDHANA,500,143,6617,1107,7225,8333
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,AKOLA,501,118,5929,5222,7976,13198
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,VASHIM,502,80,2620,0,3885,3885
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,AMRAVATI,503,173,5240,807,5240,6047
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,YEOTMAL,510,315,11689,1773,13711,15483
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,WARDHA,504,128,3829,2,4120,4121
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,NAGPUR,505,147,4584,1801,5002,6803
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,BHANDARA,506,53,1566,388,925,1314
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,GONDIYA,507,33,1124,238,886,1124
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,CHANDRAPUR,509,123,4380,631,5350,5981
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHARASHTRA,27,GADCHIROLI,508,144,4384,772,3036,3808
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,THANE,517,20,5,0,2,2
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,RAYGAD,520,344,88,53,56,109
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,RATHNAGIRI,528,254,51,15,35,50
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,SHINDHUDURGA,529,1023,164,0,141,141
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,NASHIK,516,228,63,24,28,53
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,DHULE,498,2,1,0,1,1
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,NANDURBAR,497,4,2,1,2,3
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,JALGAON,499,47,15,0,19,19
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,AHAMAD NAGAR,522,247,69,18,55,73
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,PUNE,521,403,95,51,85,136
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,SOLAPUR,526,51,15,5,5,10
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,SATARA,527,1127,262,165,159,325
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,SANGALI,531,719,175,40,129,169
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,KHOLAPUR,530,2250,334,318,349,667
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,AURAGABAD,515,10,3,0,3,3
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,JALNA,514,30,7,0,9,9
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,BEED,523,31,8,0,8,8
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,LATUR,524,34,10,0,10,10
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,USMANABAD,525,4,1,0,0,0
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,NANDED,511,13,4,0,5,5
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,PARBHANI,513,4,1,0,1,1
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,HINGOLI,512,26,8,0,11,11
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,BULDHANA,500,39,12,0,15,15
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,AKOLA,501,78,26,23,32,55
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,VASHIM,502,25,7,0,13,13
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,AMRAVATI,503,14,5,0,4,5
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,YEOTMAL,510,5,1,0,2,2
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,WARDHA,504,91,25,0,20,20
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,NAGPUR,505,48,13,7,14,21
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,BHANDARA,506,61,13,3,4,8
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,GONDIYA,507,63,26,0,8,8
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,CHANDRAPUR,509,31,7,1,5,5
Below 0.5,INSTITUTIONAL,MAHARASHTRA,27,GADCHIROLI,508,13,3,1,0,1
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,THANE,517,2915,640,0,857,857
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,RAYGAD,520,5870,1286,417,961,1377
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,RATHNAGIRI,528,16529,3329,937,2131,3067
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,SHINDHUDURGA,529,10407,1448,5,1269,1274
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,NASHIK,516,11387,2982,1558,1910,3467
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,DHULE,498,1016,368,29,354,383
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,NANDURBAR,497,167,63,17,51,69
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,JALGAON,499,4236,1252,376,1894,2270
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,AHAMAD NAGAR,522,23275,6402,1898,7074,8972
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,PUNE,521,12791,2958,823,2442,3265
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,SOLAPUR,526,8349,2520,1002,1572,2574
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,SATARA,527,37612,8052,2943,6650,9593
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,SANGALI,531,19698,4444,3203,3078,6281
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,KHOLAPUR,530,36866,6343,4283,7025,11308
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,AURAGABAD,515,5412,1689,289,2258,2548
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,JALNA,514,5592,1800,134,2149,2283
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,BEED,523,7180,2079,137,2496,2633
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,LATUR,524,3772,1221,5,1226,1230
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,USMANABAD,525,2426,769,118,851,968
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,NANDED,511,11170,3554,1,4590,4592
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,PARBHANI,513,1892,619,0,998,999
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,HINGOLI,512,2842,904,3,1365,1367
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,BULDHANA,500,7411,2410,145,2741,2886
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,AKOLA,501,3746,1363,257,1552,1809
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,VASHIM,502,1734,576,62,845,908
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,AMRAVATI,503,4587,1613,237,1597,1834
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,YEOTMAL,510,1071,367,24,483,508
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,WARDHA,504,585,175,8,193,201
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,NAGPUR,505,2030,632,220,649,869
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,BHANDARA,506,13579,4374,1026,4064,5090
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,GONDIYA,507,12176,3378,1391,1974,3365
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,CHANDRAPUR,509,6915,2067,1132,1662,2794
Below 0.5,SCHEDULED CASTE,MAHARASHTRA,27,GADCHIROLI,508,3443,977,456,503,959
Below 0.5,OTHERS,MAHARASHTRA,27,THANE,517,92568,17474,201,20914,21115
Below 0.5,OTHERS,MAHARASHTRA,27,RAYGAD,520,144069,31886,10684,23972,34655
Below 0.5,OTHERS,MAHARASHTRA,27,RATHNAGIRI,528,214180,43427,11293,28469,39762
Below 0.5,OTHERS,MAHARASHTRA,27,SHINDHUDURGA,529,163016,24972,47,23622,23670
Below 0.5,OTHERS,MAHARASHTRA,27,NASHIK,516,102011,28140,16865,16423,33289
Below 0.5,OTHERS,MAHARASHTRA,27,DHULE,498,16726,5797,2201,4965,7166
Below 0.5,OTHERS,MAHARASHTRA,27,NANDURBAR,497,3460,1050,287,938,1224
Below 0.5,OTHERS,MAHARASHTRA,27,JALGAON,499,43658,13741,4414,19673,24087
Below 0.5,OTHERS,MAHARASHTRA,27,AHAMAD NAGAR,522,217394,61614,24030,60860,84890
Below 0.5,OTHERS,MAHARASHTRA,27,PUNE,521,227296,57393,16719,51099,67819
Below 0.5,OTHERS,MAHARASHTRA,27,SOLAPUR,526,96138,28046,12465,14306,26771
Below 0.5,OTHERS,MAHARASHTRA,27,SATARA,527,446633,100214,43505,75035,118540
Below 0.5,OTHERS,MAHARASHTRA,27,SANGALI,531,187059,46390,33998,28950,62948
Below 0.5,OTHERS,MAHARASHTRA,27,KHOLAPUR,530,335442,68428,44839,69873,114712
Below 0.5,OTHERS,MAHARASHTRA,27,AURAGABAD,515,114477,34744,9256,39896,49152
Below 0.5,OTHERS,MAHARASHTRA,27,JALNA,514,69985,21213,1146,26098,27244
Below 0.5,OTHERS,MAHARASHTRA,27,BEED,523,158018,44981,1383,48846,50229
Below 0.5,OTHERS,MAHARASHTRA,27,LATUR,524,46484,14936,288,15672,15960
Below 0.5,OTHERS,MAHARASHTRA,27,USMANABAD,525,36409,10919,2262,11226,13488
Below 0.5,OTHERS,MAHARASHTRA,27,NANDED,511,80335,24963,137,31067,31203
Below 0.5,OTHERS,MAHARASHTRA,27,PARBHANI,513,47913,14772,50,21210,21260
Below 0.5,OTHERS,MAHARASHTRA,27,HINGOLI,512,26925,8321,63,12747,12810
Below 0.5,OTHERS,MAHARASHTRA,27,BULDHANA,500,49183,14901,1278,17295,18573
Below 0.5,OTHERS,MAHARASHTRA,27,AKOLA,501,16195,5475,1635,5593,7228
Below 0.5,OTHERS,MAHARASHTRA,27,VASHIM,502,14315,4343,98,6424,6522
Below 0.5,OTHERS,MAHARASHTRA,27,AMRAVATI,503,26046,8767,1489,8279,9768
Below 0.5,OTHERS,MAHARASHTRA,27,YEOTMAL,510,9041,2930,228,4576,4804
Below 0.5,OTHERS,MAHARASHTRA,27,WARDHA,504,4514,1343,62,1437,1499
Below 0.5,OTHERS,MAHARASHTRA,27,NAGPUR,505,21157,6417,2974,6509,9483
Below 0.5,OTHERS,MAHARASHTRA,27,BHANDARA,506,65168,20234,6585,16699,23284
Below 0.5,OTHERS,MAHARASHTRA,27,GONDIYA,507,82652,22987,7523,15727,23250
Below 0.5,OTHERS,MAHARASHTRA,27,CHANDRAPUR,509,35391,10496,6551,8134,14685
Below 0.5,OTHERS,MAHARASHTRA,27,GADCHIROLI,508,15986,4519,2462,2116,4578
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,THANE,517,22298,5354,69,5701,5770
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,RAYGAD,520,5109,1235,280,970,1250
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,RATHNAGIRI,528,1367,292,72,222,294
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,SHINDHUDURGA,529,1262,178,0,141,141
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,NASHIK,516,25863,6701,812,5648,6460
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,DHULE,498,4482,1587,222,1504,1726
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,NANDURBAR,497,3662,1370,163,2097,2260
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,JALGAON,499,1470,483,121,708,829
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,AHAMAD NAGAR,522,13472,3538,1078,3356,4433
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,PUNE,521,10619,2724,507,2820,3327
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,SOLAPUR,526,1345,409,184,260,444
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,SATARA,527,1455,328,128,312,440
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,SANGALI,531,770,193,132,109,241
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,KHOLAPUR,530,2365,501,432,498,930
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,AURAGABAD,515,1792,561,142,719,862
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,JALNA,514,596,190,6,231,236
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,BEED,523,969,273,5,344,350
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,LATUR,524,739,244,6,310,316
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,USMANABAD,525,769,238,26,281,307
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,NANDED,511,4603,1458,26,1694,1719
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,PARBHANI,513,404,137,2,171,173
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,HINGOLI,512,1408,439,3,525,528
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,BULDHANA,500,857,287,42,351,393
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,AKOLA,501,879,315,48,362,410
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,VASHIM,502,488,156,13,262,275
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,AMRAVATI,503,1966,654,162,537,699
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,YEOTMAL,510,867,295,40,410,451
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,WARDHA,504,265,85,2,74,76
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,NAGPUR,505,1344,305,167,350,518
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,BHANDARA,506,3306,970,326,815,1141
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,GONDIYA,507,9925,2715,810,1967,2776
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,CHANDRAPUR,509,6654,2035,1219,1839,3057
Below 0.5,SCHEDULED TRIBES,MAHARASHTRA,27,GADCHIROLI,508,6475,1723,408,1250,1658
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,THANE,517,117801,23473,270,27474,27744
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,RAYGAD,520,155392,34495,11433,25959,37392
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,RATHNAGIRI,528,232330,47100,12316,30857,43173
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,SHINDHUDURGA,529,175708,26762,52,25173,25225
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,NASHIK,516,139489,37886,19259,24009,43269
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,DHULE,498,22226,7753,2452,6824,9276
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,NANDURBAR,497,7293,2484,468,3088,3556
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,JALGAON,499,49411,15491,4911,22294,27206
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,AHAMAD NAGAR,522,254388,71623,27024,71345,98369
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,PUNE,521,251109,63170,18100,56447,74546
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,SOLAPUR,526,105883,30989,13656,16143,29799
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,SATARA,527,486827,108856,46742,82156,128898
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,SANGALI,531,208246,51201,37373,32266,69639
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,KHOLAPUR,530,376923,75606,49872,77745,127616
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,AURAGABAD,515,121691,36997,9688,42876,52564
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,JALNA,514,76203,23210,1285,28487,29772
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,BEED,523,166198,47340,1525,51694,53219
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,LATUR,524,51029,16411,298,17218,17516
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,USMANABAD,525,39608,11927,2405,12358,14763
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,NANDED,511,96121,29978,163,37356,37519
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,PARBHANI,513,50213,15529,53,22380,22433
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,HINGOLI,512,31201,9672,69,14648,14717
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,BULDHANA,500,57490,17610,1465,20402,21867
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,AKOLA,501,20898,7178,1963,7539,9502
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,VASHIM,502,16562,5082,173,7544,7718
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,AMRAVATI,503,32613,11038,1888,10418,12306
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,YEOTMAL,510,10984,3593,293,5471,5764
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,WARDHA,504,5455,1628,72,1724,1796
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,NAGPUR,505,24579,7366,3368,7523,10891
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,BHANDARA,506,82114,25591,7941,21582,29523
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,GONDIYA,507,104816,29106,9723,19676,29399
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,CHANDRAPUR,509,48991,14605,8902,11639,20541
Below 0.5,ALL SOCIAL GROUPS,MAHARASHTRA,27,GADCHIROLI,508,25917,7222,3327,3869,7197
1.0-2.0,INSTITUTIONAL,MAHARASHTRA,27,THANE,517,11,15,0,3,3
1.0-2.0,INSTITUTIONAL,MAHARASHTRA,27,RAYGAD,520,108,149,40,69,109
1.0-2.0,INSTITUTIONAL,MAHARASHTRA,27,RATHNAGIRI,528,43,61,18,38,55
1.0-2.0,INSTITUTIONAL,MAHARASHTRA,27,SHINDHUDURGA,529,166,231,0,166,166
1.0-2.0,INSTITUTIONAL,MAHARASHTRA,27,NASHIK,516,377,548,281,263,544
1.0-2.0,INSTITUTIONAL,MAHARASHTRA,27,DHULE,498,26,37,23,21,44
1.0-2.0,INSTITUTIONAL,MAHARASHTRA,27,NANDURBAR,497,165,237,35,296,330
1.0-2.0,INSTITUTIONAL,MAHARASHTRA,27,JALGAON,499,371,527,141,645,786
1.0-2.0,INSTITUTIONAL,MAHARASHTRA,27,AHAMAD NAGAR,522,402,587,204,581,785
1.0-2.0,INSTITUTIONAL,MAHARASHTRA,27,PUNE,521,270,383,51,405,456
1.0-2.0,INSTITUTIONAL,MAHARASHTRA,27,SOLAPUR,526,245,368,189,265,454
